user_id,completed_count
f30e192dff0d8d074e017cfb24611690,9
f31c589819cb083b249a12a11f3f2386,9
f32bde96adf5fce3270ef805b7f39d2d,9
f345c1e76b2d108b2610e5ec7c401531,9
f35d6614e34cf99b9fe25a84f193d4c1,9
f373179ee31542d31c5dc41c8cbb679f,9
f374c708808100dab6f2e84f634382ab,9
f3a2651d8cecae0113e1cd3402b16b59,9
f3ccc92eb9bb461410781046eba9d7b5,9
f3d1c00e8a94fca3a3c50df27d704d2c,9
f46fc13b8e6d5505c8cc556bcea223cf,9
f4824167d1e4daecd987b8bd4f6cc603,9
f4cfede774340576ebb92dd82ca7aaf5,9
f4e35dac74fcd0f0c014cb4a568b7955,9
f4e6e8d1e28040774b943d19ee2d0e1b,9
f4f90f7ee99168ea5ad5eed1b8b98986,9
f543a1e72f5c92b987b2679de7392e35,9
f56c5545335024e7b53b2660995c6e7d,9
f5b42c2f99c597bc26f4320875dc73e6,9
f60ad290f95e2abd2edd21f2d3c9c8c3,9
f628d6bf82bba45c403ce87ed24d0f9f,9
f6337218ff5a756d22e48ce279fb095e,9
f6beca478fe7c12d2c07947e3f69aad5,9
f6cc1f38089b46278f7aa08babd06873,9
f71dddda8c8902b201fa323315ea040e,9
f73556dbf7070247a1409ecf1cbe6d28,9
f774c14e1d775c6463a9f7138ba70b88,9
f793ca2e142286adda65b8bf8773d1d8,9
f7f5506eaafb0d1e24a05b400a9907a9,9
f81ac83412f8eaa27f22f3b4e617ca95,9
f827872a8be64131a4937e98c3fea9ad,9
f83c7749a598839e988ff5978725d516,9
f855671071bc835efb33b9b5c6c2abce,9
f85f6b6d53240766d69680a714f21337,9
f874016bc1844f00031ba899631147d1,9
f89d4d239ceea941b8b33bb1dd199777,9
f95c26d1a11a4ae26e6b27bce01decbe,9
f9de7271b0b1dafdcbab77042f50ddaa,9
fae6ac4f45c73b72d677336fa5d30da4,9
faf9be8444b485092dd417564504f98d,9
fafb378d3650fa197c69d4412873cf12,9
fb3d208e0ac8108129a34f55b792ddfa,9
fbd8a48681556afee2f7e7a88922b8a5,9
fc0b54cb9e779c52a7d69a620dd3bce2,9
fc93d86dc40f49f238f5a7df734409c5,9
fca0aaeeb16de2b8a70b182fdd24e4a3,9
fcab28dac4384d1f2003a798f8a168fe,9
fcbfdf9f266c60f55c058eb6c2a691be,9
fcce04522d17fa9cd4c1a5056b19ed6f,9
fce6983cdd4037fc6b4c0b4a830e0066,9
fcebdb144dddd79986cf801a2bdbaf94,9
fd2caa27b0aa38c8610d1bbaa33805bf,9
fd49cd48f91b02d6d1a416d8ea4561ac,9
fd4b185efca0babf33075d33eb322c97,9
fdc0d36f533c8259e32b66b4479e1d18,9
fe3beafec5633844a56822e010bf73f9,9
fe4c270240568aa01e309576e6e31b9f,9
fe86e510652b4d2a05635c4f3f807744,9
feb7c0da3773928ebf7f633e536c612b,9
ff13a30cf0822da022693b4704a5247c,9
ff981a0f1f704b60de77fadb1fec86a9,9
ff9bb243eff83d84e2cb289ff629aba8,9
ffb9669fd7962fbf4b52fd745d42cfe7,9
fff3e9ffd58cda1d8068d1dab141760a,9
0003c0ede663b9e3b55d9dc3f7e8690f,9
0031482d16469048027f6096d13c8b22,9
004d370605a898527804555b99ff3b4a,9
00836942175c572cffcd89f02f7e9582,9
00a28b83758aaae5a0c1733e37096e3d,9
00ad080c0406d76c4b9942ff11e42987,9
00b7674ccc40296e6ca19e2d604559bf,9
00e265474df98012130e1da6e01a053e,9
00f57f5385efacc5771209e57db67a26,9
00fadcf1539725ec0da62d48d8f1cedf,9
0137f2757ca73149594bf4612c32c9d6,9
026e331064d45fb0c7497ef3e0800d5a,9
02805904483310fc050f7c05f33b6434,9
02fcc91d694c63a0519bd88a8148a045,9
03265f2ec28d0c17455c720cd83e9870,9
0341258a32dff7193e121a1f05d0ba91,9
034ec99d48e8c710e8a029f3da13b20c,9
03750f5b18258b5447bb77b67efacbd0,9
03a74266c1ce5120a711618bdcf35528,9
03b70e88d5df01a4037515b4730cc0e4,9
03d977586900d933feb4fde2091dd277,9
042f24dd53c078b6976a38921d7de827,9
043551b5d218c627a39bd8f27c465752,9
0448bff8823ec1a1d08cf9b5ea1ce674,9
0449291ce30407a5fb8b0889a54dfa29,9
045e6fe04a7bf4c380ddcbd0a145f07f,9
050a09eb806fbe23c8f01c586ddd321c,9
050c4fc769aa6ae6b80adc15a1371bf5,9
0554fa0a58bbf751ded528e50b08f66e,9
05809c00ff8276b71be1f66c1a0b6b7f,9
059799216d5f8fc6ddecc80e2510a812,9
05a0eff12c56380f961b41d4b75561b2,9
05b1fc928f72e215a30abd34d0c02117,9
06af7b2e6e64080d969f83b6003b3025,9
06d0db470da3e9b44fcd79e9a70c1120,9
074803bfb931bb84457f29ccdd6febce,9
074968e69d19f7c17ae7b06c077d55ea,9
07530073f7f6cb328d752b05f643f9a0,9
0772cb88d17b51d6822f12f315ba6687,9
0784bb9572105191064f05bde278b00c,9
07a71da76631612b8847ad22c00646e1,9
07e5dd44f81cfc1f4adf21bd977535e0,9
07fc2860261cc3cc3f12b32d0e24c892,9
09222ea1498285570fc10f68481ef1d3,9
096ed1fb2e20ee73bf910d86783b0823,9
0987f1ad576d48955be4d3636beda3c9,9
09b77e7b827dd28aeb41251709f18b9d,9
0a0205158da592cc3b3e48f5064ff244,9
0a09d5912a15115fbc0ec2c7228dfcd9,9
0a11c446ffd4933d7da98531502415eb,9
0a2fde53f1da44772cc42eef9bf172c8,9
0a47882ea5c0d4b5a610abf9227be127,9
0a5a1e9d9a5b8dce06550b6d96d10374,9
0a63a531c8cd70dc4dea5579d49b9e45,9
0aa10005e77d5c028a69d6c2bd317e73,9
0ae34cf4b78859d06d90afed8a9f7df4,9
0b07dde058b80b128dba9294af3098e6,9
0b10caa07c6a666702a01299a1349ef1,9
0b19bc7a5b808919e081cc9d2a1fef59,9
0b4d8abfb09efafbc9a102762072a539,9
0ba44501cad0fbe7f5f105038dd9c833,9
0c0d3f3a3f646beaeaad32cb8dcb4397,9
0c6a11c168bf1a6357f13d3432c794a0,9
